create_date,y,yhat,ydiff
7200.0,0.25641025641016074,0.25693816,0.0005279030556290532
7500.0,0.23076923076951777,0.25687203,0.026102797342893724
7800.0,0.23076923076951777,0.23992868,0.00915944690859044
8100.0,0.25641025641016074,0.23517261,0.02123764195493766
8400.0,0.25641025641016074,0.25197086,0.004439399028340063
8700.0,0.23076923076951777,0.258229,0.027459756685850267
9000.0,0.23076923076951777,0.2438404,0.013071165634748583
9300.0,0.23076923076951777,0.23935407,0.008584843231794481
9600.0,0.20512820512887484,0.23878826,0.03366005688074583
9900.0,0.20512820512887484,0.22270222,0.017574014953408185
10200.0,0.23076923076951777,0.21755075,0.013218476222398634
10500.0,0.25641025641016074,0.23282483,0.023585424209156713
10800.0,0.23076923076951777,0.25434002,0.02357079203283513
11100.0,0.28205128205080365,0.24516852,0.03688276005049085
11400.0,0.25641025641016074,0.273256,0.016845747446498194
11700.0,0.28205128205080365,0.26725003,0.014801250817969791
12000.0,0.28205128205080365,0.28007287,0.001978414180472843
12300.0,0.28205128205080365,0.28464007,0.002588791725441464
12600.0,0.25641025641016074,0.28593436,0.029524102425059595
12900.0,0.25641025641016074,0.27072597,0.014315709089717188
13200.0,0.25641025641016074,0.26538518,0.008974924301585474
13500.0,0.30769230769331224,0.2643313,0.043360996705839705
13800.0,0.23076923076951777,0.29544836,0.06467913205778325
14100.0,0.28205128205080365,0.2599933,0.02205796730776166
14400.0,0.28205128205080365,0.27808747,0.003963815095618717
14700.0,0.28205128205080365,0.28534037,0.0032890866969075283
15000.0,0.25641025641016074,0.28741646,0.03100620171972207
15300.0,0.25641025641016074,0.27270353,0.016293271994075098
15600.0,0.25641025641016074,0.26757458,0.011164322113475122
15900.0,0.28205128205080365,0.26622862,0.015822665813163272
16200.0,0.25641025641016074,0.28125182,0.024841561531504908
16500.0,0.25641025641016074,0.27136204,0.014951780056437769
16800.0,0.25641025641016074,0.26753104,0.0111207809204667
17100.0,0.20512820512887484,0.26635313,0.061224925211701337
17400.0,0.28205128205080365,0.23442835,0.04762293589372968
17700.0,0.28205128205080365,0.2704016,0.0116496850277934
18000.0,0.28205128205080365,0.28362128,0.0015699993346180996
18300.0,0.28205128205080365,0.2871259,0.00507460343579913
18600.0,0.23076923076951777,0.28783798,0.0570687514082166
18900.0,0.25641025641016074,0.256701,0.00029073617406777386
19200.0,0.25641025641016074,0.26142874,0.005018487190684595
19500.0,0.25641025641016074,0.26407218,0.007661923384150782
19800.0,0.25641025641016074,0.26494288,0.008532628035029688
20100.0,0.20512820512887484,0.26508948,0.05996127694014067
20400.0,0.20512820512887484,0.23326884,0.02814063697222227
20700.0,0.20512820512887484,0.22210127,0.016973066023621503
21000.0,0.20512820512887484,0.21900006,0.013871851257119122
21300.0,0.25641025641016074,0.2179049,0.03850536086610862
21600.0,0.23076923076765216,0.25015813,0.019388900354936955
21900.0,0.23076923076765216,0.2448394,0.014070169285372136
22200.0,0.17948717948636625,0.24175963,0.06227244857111361
22500.0,0.15384615384758893,0.20744132,0.053595161207304565
22800.0,0.12820512820508037,0.1780149,0.049809776055555005
23100.0,0.12820512820508037,0.15118022,0.022975094425420423
23400.0,0.12820512820508037,0.14274392,0.014538787114362378
23700.0,0.12820512820508037,0.14023893,0.01203379760954823
24000.0,0.17948717948823187,0.13929416,0.040193017095615596
24300.0,0.17948717948823187,0.17482519,0.004661987990429134
24600.0,0.12820512820508037,0.18546775,0.0572626216289803
24900.0,0.12820512820508037,0.14968759,0.021482460009793897
25200.0,0.12820512820508037,0.13659407,0.008388943779210706
25500.0,0.12820512820508037,0.13357842,0.005373291480283399
25800.0,0.25641025641016074,0.13260809,0.12380217053941794
26100.0,0.28205128205080365,0.22609775,0.05595353436727857
26400.0,0.8205128205117681,0.27176654,0.5487462771234014
26700.0,0.8205128205117681,0.6055349,0.21497790935606742
27000.0,0.8205128205117681,0.68800676,0.13250606182188773
27300.0,0.846153846152411,0.70139503,0.1447588113623719
27600.0,0.846153846152411,0.71268827,0.1334655789214234
27900.0,0.5128205128203215,0.7150874,0.2022669009675203
28200.0,0.33333333333395515,0.5670102,0.23367689053155388
28500.0,0.5128205128203215,0.4201239,0.0926966078768553
28800.0,0.46153846153903555,0.47163886,0.010100396779293308
29100.0,0.5897435897422503,0.46652803,0.12321556149250967
29400.0,0.46153846153903555,0.52560997,0.06407150855373789
29700.0,0.43589743589652696,0.48317924,0.04728180552231154
30000.0,0.43589743589652696,0.45081338,0.01491594696747145
30300.0,0.3589743589745981,0.43950808,0.08053372150788479
30600.0,0.5897435897422503,0.39456737,0.1951762193275164
30900.0,0.33333333333395515,0.5022044,0.1688710848484179
31200.0,0.3846153846152411,0.40568027,0.021064884387673344
31500.0,0.3846153846152411,0.39267808,0.008062697374047245
31800.0,0.3846153846152411,0.39116198,0.006546593629540409
32100.0,0.5641025641034729,0.39104605,0.17305651689277957
32400.0,0.3589743589745981,0.49531135,0.13633699065575772
32700.0,0.3589743589745981,0.41192034,0.05294597989449673
33000.0,0.3589743589745981,0.3747828,0.01580844169984036
33300.0,0.3589743589745981,0.36576918,0.0067948187006490746
33600.0,0.5384615384609643,0.36493024,0.17353129616093077
33900.0,0.3589743589745981,0.47355673,0.1145823681963461
34200.0,0.5384615384609643,0.40241322,0.13604831924747862
34500.0,0.30769230769331224,0.4746726,0.16698027803247206
34800.0,0.43589743589652696,0.3737631,0.06213432168258348
35100.0,0.43589743589652696,0.40664983,0.029247607939373643
35400.0,0.43589743589652696,0.42092082,0.014976616852413804
35700.0,0.6153846153847589,0.42551777,0.18986684771698847
36000.0,0.5128205128203215,0.51738805,0.004567532967489796
36300.0,0.5128205128203215,0.50025284,0.012567669917184277
36600.0,0.5128205128203215,0.49057794,0.022242576647836132
36900.0,0.46153846153716993,0.48845354,0.026915075688553336
37200.0,0.6410256410254018,0.46282485,0.17820078975091147
37500.0,0.5384615384609643,0.5388233,0.00036176809955201783
37800.0,0.5384615384609643,0.52090853,0.01755300393413939
38100.0,0.5384615384609643,0.51326185,0.02519968381237425
38400.0,0.43589743589652696,0.5117416,0.07584414268242201
38700.0,0.53846153846283,0.46182543,0.07663610806961096
39000.0,0.53846153846283,0.4925388,0.045922728686523806
39300.0,0.53846153846283,0.50583917,0.032622369437408816
39600.0,0.6153846153847589,0.5100426,0.10534200760048762
39900.0,0.6153846153847589,0.54772395,0.06766066642922297
40200.0,0.6153846153847589,0.56240493,0.05297968479317561
40500.0,0.6153846153847589,0.56746674,0.04791787954491511
40800.0,0.6153846153847589,0.57028586,0.04509875866097346
41100.0,0.6153846153847589,0.57208717,0.04329744669121638
41400.0,0.7948717948711251,0.57404745,0.2208243486202096
41700.0,0.7692307692304822,0.64144164,0.12778912599241454
42000.0,0.7692307692304822,0.66473997,0.10449080283796508
42300.0,0.6410256410254018,0.677568,0.03654237741103006
42600.0,0.5641025641016073,0.634153,0.07005044435939123
42900.0,0.5641025641016073,0.5803204,0.016217853779404656
43200.0,0.33333333333395515,0.55966717,0.22633383671380486
43500.0,0.33333333333395515,0.43042207,0.09708873430825676
43800.0,0.3846153846152411,0.38034636,0.004269026792822872
44100.0,0.3846153846152411,0.3960933,0.011477924310387577
44400.0,0.3846153846152411,0.40300497,0.01838958951157471
44700.0,0.3846153846152411,0.40304762,0.018432236634911503
45000.0,0.3846153846152411,0.40092763,0.016312248431862797
45300.0,0.41025641025774967,0.39825264,0.012003774063520545
45600.0,0.41025641025774967,0.41145772,0.0012013071609209836
45900.0,0.41025641025774967,0.4146881,0.004431700093812829
46200.0,0.5897435897422503,0.41357246,0.17617112932927115
46500.0,0.41025641025588405,0.52143663,0.11118022142365086
46800.0,0.41025641025588405,0.4474414,0.037184988841558575
47100.0,0.41025641025588405,0.4154143,0.00515789328529942
47400.0,0.33333333333208953,0.40867907,0.07534573475644196
47700.0,0.4358974358983926,0.36026698,0.07563045238932886
48000.0,0.43589743589652696,0.40848413,0.027413304798733384
48300.0,0.43589743589652696,0.42579386,0.010103579514156968
48600.0,0.3589743589745981,0.429025,0.07005063539872342
48900.0,0.3589743589745981,0.38498348,0.026009121002055935
49200.0,0.3589743589745981,0.36954573,0.010571368993617825
49500.0,0.5384615384609643,0.36540827,0.17305326690983214
49800.0,0.3589743589745981,0.45818916,0.09921480065713101
50100.0,0.3589743589745981,0.39965254,0.04067818170914822
50400.0,0.3589743589745981,0.37473774,0.015763380588390163
50700.0,0.46153846153716993,0.36643207,0.09510639080505323
51000.0,0.46153846153716993,0.41841444,0.04312401780586195
51300.0,0.5641025641034729,0.43800044,0.12610212350593875
51600.0,0.3589743589727325,0.49488854,0.1359141851099091
51900.0,0.3589743589727325,0.4117288,0.05275444037037663
52200.0,0.3589743589727325,0.37754565,0.01857129580097966
52500.0,0.3846153846152411,0.3672639,0.017351471460639034
52800.0,0.6153846153828932,0.37902373,0.23636088462804095
53100.0,0.41025641025588405,0.50128686,0.09103045402481663
53400.0,0.41025641025588405,0.44395164,0.03369522629692662
53700.0,0.41025641025588405,0.4182275,0.007971083507085919
54000.0,0.3589743589745981,0.41049582,0.05152145868668728
54300.0,0.5384615384609643,0.3808694,0.15759214988064207
54600.0,0.3846153846152411,0.4632015,0.07858610840958496
54900.0,0.3846153846152411,0.41584742,0.031232036077202763
55200.0,0.3846153846152411,0.39501566,0.010400272332848515
55500.0,0.3589743589745981,0.38828683,0.02931247002015286
55800.0,0.5641025641016073,0.37254626,0.1915563085130758
56100.0,0.6410256410254018,0.4729921,0.1680335486544149
56400.0,0.6410256410254018,0.5453146,0.09571103102097678
56700.0,0.6410256410254018,0.5693319,0.07169375664124655
57000.0,0.46153846153716993,0.577491,0.11595252385635424
57300.0,0.46153846153716993,0.49750665,0.035968186764908316
57600.0,0.46153846153716993,0.46676198,0.005223514943314078
57900.0,0.28205128205080365,0.45830363,0.1762523483012166
58200.0,0.41025641025774967,0.36048412,0.0497722870277692
58500.0,0.3076923076914466,0.3929126,0.08522028877271048
58800.0,0.3076923076914466,0.35119468,0.043502372045644444
59100.0,0.3076923076914466,0.33365226,0.025959950227864903
59400.0,0.20512820512887484,0.32749668,0.12236847250822538
59700.0,0.41025641025588405,0.26357773,0.14667868079230678
60000.0,0.41025641025588405,0.36216393,0.04809247912452114
60300.0,0.46153846153716993,0.39675593,0.06478252777557325
60600.0,0.6923076923085533,0.43356964,0.2587380523873649
60900.0,0.6153846153828932,0.5636526,0.05173204036687151
61200.0,0.6153846153828932,0.56888986,0.046494759044392264
61500.0,0.6153846153828932,0.5669483,0.04843632074330584
61800.0,0.41025641025588405,0.56619066,0.15593424974396336
62100.0,0.53846153846283,0.46079087,0.07767066588897742
62400.0,0.46153846153716993,0.4914891,0.029950650839996817
62700.0,0.46153846153716993,0.4669742,0.0054357372810368565
63000.0,0.46153846153716993,0.4579077,0.003630755038070199
63300.0,0.46153846153716993,0.4552407,0.006297764868545053
63600.0,0.46153846153716993,0.4539283,0.007610169739531991
63900.0,0.46153846153716993,0.4530116,0.008526859373855111
64200.0,0.41025641025774967,0.45231688,0.04206046996838558
64500.0,0.4871794871778129,0.42571124,0.061468242833101594
64800.0,0.3076923076914466,0.45432743,0.14663512660992972
65100.0,0.41025641025588405,0.37309077,0.03716563643500698
65400.0,0.3076923076914466,0.39528292,0.08759061648381583
65700.0,0.25641025641016074,0.34967953,0.09326927325673989
66000.0,0.20512820512887484,0.30087727,0.09574906795385832
66300.0,0.1538461538457233,0.2511348,0.09728865898615535
66600.0,0.1538461538457233,0.19932514,0.04547899044520076
66900.0,0.1538461538457233,0.18014477,0.026298618087832293
67200.0,0.1538461538457233,0.17437889,0.020532732973162493
67500.0,0.12820512820508037,0.17142253,0.043217398035268445
67800.0,0.12820512820508037,0.14981829,0.021613158094625134
68100.0,0.12820512820508037,0.14207754,0.013872407185773511
68400.0,0.12820512820508037,0.1393595,0.011154375779370923
68700.0,0.10256410256443742,0.1377373,0.035173201407806845
69000.0,0.10256410256443742,0.116622895,0.014058792437927695
69300.0,0.10256410256443742,0.10873878,0.006174677457230063
69600.0,0.15384615384758893,0.1068657,0.046980457238568696
69900.0,0.15384615384758893,0.14738245,0.006463700763596925
70200.0,0.1538461538457233,0.15876417,0.004918014774386248
70500.0,0.1538461538457233,0.15821499,0.0043688324785869925
70800.0,0.10256410256443742,0.15615056,0.05358646198691604
71100.0,0.10256410256443742,0.113422185,0.010858082618133993
71400.0,0.10256410256443742,0.101209484,0.0013546185237002656
71700.0,0.17948717948823187,0.10068972,0.07879746285109732
72000.0,0.25641025641016074,0.16286054,0.09354971387437888
72300.0,0.25641025641016074,0.23904261,0.01736764648012229
72600.0,0.17948717948823187,0.25503904,0.07555185678572443
72900.0,0.17948717948636625,0.19882366,0.019336481125740074
73200.0,0.1538461538457233,0.18036373,0.02651757575041469
73500.0,0.1538461538457233,0.15954286,0.005696704754893145
73800.0,0.2051282051270092,0.15491551,0.05021269351888541
74100.0,0.2051282051270092,0.1932116,0.011916604942568576
74400.0,0.17948717948823187,0.20575105,0.026263867050121098
74700.0,0.17948717948823187,0.19007507,0.010587890177676945
75000.0,0.2051282051270092,0.18497264,0.020155561274775302
75300.0,0.2051282051270092,0.20246404,0.0026641610329234955
75600.0,0.2051282051270092,0.20844012,0.0033119198615467194
75900.0,0.17948717948636625,0.20993242,0.030445237191108726
76200.0,0.20512820512887484,0.19267808,0.012450126119818744
76500.0,0.17948717948636625,0.20495111,0.025463928015617393
76800.0,0.17948717948636625,0.1921362,0.012649018795875572
77100.0,0.15384615384758893,0.18769078,0.0338446257191759
77400.0,0.15384615384758893,0.16899826,0.015152102478132812
77700.0,0.1538461538457233,0.1631146,0.009268453488413653
78000.0,0.2051282051270092,0.16197076,0.04315744072843436
78300.0,0.12820512820508037,0.19776446,0.06955932806704487
78600.0,0.2051282051270092,0.15530992,0.04981828958440665
78900.0,0.1538461538457233,0.19397308,0.040126925478045306
79200.0,0.1538461538457233,0.17120908,0.017362928161684832
79500.0,0.1538461538457233,0.16223598,0.00838982141977962
79800.0,0.1538461538457233,0.16056263,0.006716480622355303
80100.0,0.1538461538457233,0.15998454,0.006138390073839983
80400.0,0.1538461538457233,0.15978453,0.005938371787134966
80700.0,0.20512820512887484,0.15949924,0.04562896222707277
81000.0,0.20512820512887484,0.19600128,0.009126928755011615
81300.0,0.1538461538457233,0.20723864,0.05339249051577266
81600.0,0.1538461538457233,0.17244391,0.0185977575874966
81900.0,0.1538461538457233,0.16059455,0.006748398909632525
82200.0,0.1538461538457233,0.1580877,0.004241546759669146
82500.0,0.10256410256443742,0.15798993,0.055425831522362204
82800.0,0.10256410256257179,0.12020242,0.017638319579457024
83100.0,0.10256410256257179,0.10836752,0.005803415027950981
83400.0,0.12820512820508037,0.10571498,0.022490151417513232
83700.0,0.15384615384758893,0.12519096,0.02865519546688977
84000.0,0.1538461538457233,0.15040363,0.003442520132001081
84300.0,0.17948717948636625,0.15687317,0.02261401292523954
84600.0,0.1538461538457233,0.17625396,0.02240780569082912
84900.0,0.17948717948823187,0.16214158,0.017345603078891964
85200.0,0.17948717948823187,0.1752785,0.004208679765751094
85500.0,0.2051282051270092,0.17998898,0.025139224833735263
85800.0,0.2051282051270092,0.19932781,0.005800393528231418
86100.0,0.2051282051270092,0.2052581,0.00012989609789010315
86400.0,0.2051282051270092,0.20619091,0.0010627087886249664
86700.0,0.1538461538457233,0.20645753,0.05261137164599117
87000.0,0.20512820512887484,0.16989711,0.03523109585877901
87300.0,0.17948717948636625,0.19603004,0.016542856128601097
87600.0,0.20512820512887484,0.18805449,0.01707371801969057
87900.0,0.17948717948636625,0.20293245,0.02344526770868685
88200.0,0.17948717948636625,0.19036745,0.010880265863327049
88500.0,0.17948717948636625,0.18636084,0.006873656542686485
88800.0,0.17948717948636625,0.18581182,0.006324638159660362
89100.0,0.17948717948636625,0.18603493,0.006547753246215843
89400.0,0.17948717948636625,0.18633859,0.00685140910902407
89700.0,0.15384615384758893,0.18650874,0.03266259110747394
90000.0,0.15384615384758893,0.16866487,0.014818718798742858
